City,Customer ID,Customer Name,Discount,Order Date,Order ID,Postal Code,Product ID,Profit,Quantity,Region,Sales,Segment,Ship Date,Ship Mode,Shipping Costs,State
Detroit,FM-143801402,Fred McMath,0,10/9/13,CA-2013-FM14380140-41556,48227,FUR-CH-4602,35.0973,3,Central US,389.97,Consumer,10/13/13,Standard Class,36.08,Michigan
Detroit,FM-143801402,Fred McMath,0.1,10/9/13,CA-2013-FM14380140-41556,48227,OFF-AP-3369,53.982,5,Central US,269.91,Consumer,10/13/13,Standard Class,20.47,Michigan
Detroit,HJ-148751402,Heather Jas,0,8/27/15,CA-2015-HJ14875140-42243,48234,OFF-ST-5277,13.9672,4,Central US,53.72,Home Office,8/28/15,First Class,6.31,Michigan
Detroit,HK-148901402,Heather Kirkland,0,6/9/12,CA-2012-HK14890140-41069,48234,OFF-LA-3980,240.8595,5,Central US,491.55,Corporate,6/14/12,Second Class,11.76,Michigan
Detroit,HW-149351402,Helen Wasserman,0,9/27/13,CA-2013-HW14935140-41544,48205,OFF-PA-6555,12.4416,4,Central US,25.92,Corporate,9/30/13,Second Class,4.36,Michigan
Detroit,HW-149351402,Helen Wasserman,0,9/27/13,CA-2013-HW14935140-41544,48205,OFF-AR-5299,4.756,5,Central US,16.4,Corporate,9/30/13,Second Class,1.91,Michigan
Detroit,JL-158351402,John Lee,0,12/17/13,US-2013-JL15835140-41625,48205,FUR-CH-4428,136.665,9,Central US,546.66,Consumer,12/17/13,Same Day,86.97,Michigan
Detroit,JL-158351402,John Lee,0,12/17/13,US-2013-JL15835140-41625,48205,FUR-CH-4709,48.4704,3,Central US,302.94,Consumer,12/17/13,Same Day,69.98,Michigan
Detroit,JL-158351402,John Lee,0,12/17/13,US-2013-JL15835140-41625,48205,FUR-FU-6232,14.8491,3,Central US,212.13,Consumer,12/17/13,Same Day,39.93,Michigan
Detroit,JL-158351402,John Lee,0,12/17/13,US-2013-JL15835140-41625,48205,FUR-CH-4517,38.4372,2,Central US,142.36,Consumer,12/17/13,Same Day,36.66,Michigan
Detroit,JL-158351402,John Lee,0,12/17/13,US-2013-JL15835140-41625,48205,OFF-BI-4352,14.4648,4,Central US,29.52,Consumer,12/17/13,Same Day,4.82,Michigan
Detroit,JA-159701402,Joseph Airdo,0.1,9/2/14,CA-2014-JA15970140-41884,48227,OFF-AP-4222,71.162,4,Central US,376.74,Consumer,9/6/14,Standard Class,20.18,Michigan
Detroit,JA-159701402,Joseph Airdo,0,9/2/14,CA-2014-JA15970140-41884,48227,OFF-BI-6367,12.672,5,Central US,26.4,Consumer,9/6/14,Standard Class,2.24,Michigan
Detroit,JA-159701402,Joseph Airdo,0,9/2/14,CA-2014-JA15970140-41884,48227,OFF-BI-6412,11.086,5,Central US,24.1,Consumer,9/6/14,Standard Class,2.09,Michigan
Detroit,JA-159701402,Joseph Airdo,0,9/2/14,CA-2014-JA15970140-41884,48227,OFF-BI-4352,14.4648,4,Central US,29.52,Consumer,9/6/14,Standard Class,1.82,Michigan
Detroit,JA-159701402,Joseph Airdo,0,9/2/14,CA-2014-JA15970140-41884,48227,OFF-AR-5292,2.99,2,Central US,11.96,Consumer,9/6/14,Standard Class,1.77,Michigan
Detroit,JA-159701402,Joseph Airdo,0,9/2/14,CA-2014-JA15970140-41884,48227,TEC-PH-3382,2.2828,1,Central US,8.78,Consumer,9/6/14,Standard Class,1.69,Michigan
Detroit,KL-166451402,Ken Lonsdale,0,4/10/15,CA-2015-KL16645140-42104,48205,OFF-BI-4363,219.9904,8,Central US,478.24,Consumer,4/13/15,Second Class,158.68,Michigan
Detroit,KL-166451402,Ken Lonsdale,0,8/1/14,CA-2014-KL16645140-41852,48205,FUR-FU-4038,30.0234,3,Central US,272.94,Consumer,8/7/14,Standard Class,26.79,Michigan
Detroit,KL-166451402,Ken Lonsdale,0,8/1/14,CA-2014-KL16645140-41852,48205,TEC-PH-3825,165.3496,4,Central US,635.96,Consumer,8/7/14,Standard Class,20.15,Michigan
Detroit,KL-166451402,Ken Lonsdale,0.1,8/1/14,CA-2014-KL16645140-41852,48205,OFF-AP-4718,72.358,4,Central US,283.14,Consumer,8/7/14,Standard Class,18.76,Michigan
Detroit,KL-166451402,Ken Lonsdale,0,8/1/14,CA-2014-KL16645140-41852,48205,TEC-PH-5623,33.3172,1,Central US,118.99,Consumer,8/7/14,Standard Class,6.22,Michigan
Detroit,LA-167801402,Laura Armstrong,0,5/28/14,CA-2014-LA16780140-41787,48205,FUR-CH-4623,700.98,5,Central US,3504.9,Corporate,5/30/14,Second Class,383.35,Michigan
Detroit,LA-167801402,Laura Armstrong,0,5/28/14,CA-2014-LA16780140-41787,48205,OFF-PA-6467,150.984,3,Central US,314.55,Corporate,5/30/14,Second Class,36.06,Michigan
Detroit,LA-167801402,Laura Armstrong,0,5/28/14,CA-2014-LA16780140-41787,48205,OFF-PA-6462,69.1776,3,Central US,144.12,Corporate,5/30/14,Second Class,33.73,Michigan
Detroit,LD-170051402,Lisa DeCherney,0,11/12/14,CA-2014-LD17005140-41955,48234,TEC-PH-3966,74.8142,2,Central US,257.98,Consumer,11/17/14,Standard Class,24.97,Michigan
Detroit,MS-173651402,Maribeth Schnelling,0,9/8/12,CA-2012-MS17365140-41160,48227,OFF-LA-3083,51.8,7,Central US,103.6,Consumer,9/14/12,Standard Class,4.95,Michigan
Detroit,MC-176051402,Matt Connell,0,1/24/15,CA-2015-MC17605140-42028,48234,FUR-TA-3331,21.098,2,Central US,210.98,Corporate,1/26/15,First Class,25.67,Michigan
Detroit,MS-177101402,Maurice Satty,0,4/3/12,CA-2012-MS17710140-41002,48205,OFF-AR-5296,23.808,4,Central US,79.36,Consumer,4/8/12,Standard Class,6.63,Michigan
Detroit,MS-177101402,Maurice Satty,0,4/3/12,CA-2012-MS17710140-41002,48205,FUR-FU-3042,2.3521,1,Central US,5.47,Consumer,4/8/12,Standard Class,1.24,Michigan
Detroit,MJ-177401402,Max Jones,0,3/12/15,CA-2015-MJ17740140-42075,48227,OFF-BI-4342,421.0824,4,Central US,895.92,Consumer,3/18/15,Standard Class,127.4,Michigan
Detroit,MP-179651402,Michael Paige,0,12/16/14,CA-2014-MP17965140-41989,48205,OFF-ST-5663,80.0199,3,Central US,296.37,Corporate,12/20/14,Standard Class,22.56,Michigan
Detroit,MP-179651402,Michael Paige,0,12/16/14,CA-2014-MP17965140-41989,48205,FUR-TA-3753,231.4116,3,Central US,1652.94,Corporate,12/20/14,Standard Class,1.98,Michigan
Detroit,MV-181901402,Mike Vittorini,0,1/31/12,CA-2012-MV18190140-40939,48234,OFF-ST-6089,6.8982,2,Central US,229.94,Consumer,2/5/12,Standard Class,22.58,Michigan
Detroit,MV-181901402,Mike Vittorini,0,1/31/12,CA-2012-MV18190140-40939,48234,OFF-PA-6529,4.752,2,Central US,10.56,Consumer,2/5/12,Standard Class,1.2,Michigan
Detroit,NM-184451402,Nathan Mautz,0.1,5/23/13,CA-2013-NM18445140-41417,48234,OFF-AP-4565,245.7,5,Central US,850.5,Home Office,5/27/13,Second Class,86.12,Michigan
Detroit,NM-184451402,Nathan Mautz,0,5/23/13,CA-2013-NM18445140-41417,48234,FUR-FU-6354,19.5858,9,Central US,75.33,Home Office,5/27/13,Second Class,6.05,Michigan
Detroit,NH-186101402,Nicole Hansen,0,10/19/13,CA-2013-NH18610140-41566,48227,TEC-PH-5535,44.985,5,Central US,149.95,Corporate,10/24/13,Standard Class,7.23,Michigan
Detroit,NH-186101402,Nicole Hansen,0,10/19/13,CA-2013-NH18610140-41566,48227,OFF-BI-3280,17.6088,6,Central US,38.28,Corporate,10/24/13,Standard Class,1.9,Michigan
Detroit,OT-187301402,Olvera Toch,0,4/20/13,CA-2013-OT18730140-41384,48234,OFF-EN-6327,81.432,2,Central US,180.96,Consumer,4/24/13,Standard Class,14.99,Michigan
Detroit,PK-190751402,Pete Kriz,0,9/6/14,CA-2014-PK19075140-41888,48227,OFF-ST-4244,23.3928,3,Central US,194.94,Consumer,9/8/14,Second Class,12.31,Michigan
Detroit,PK-190751402,Pete Kriz,0,9/6/14,CA-2014-PK19075140-41888,48227,FUR-CH-5428,29.1528,3,Central US,242.94,Consumer,9/8/14,Second Class,11.71,Michigan
Detroit,PK-190751402,Pete Kriz,0,9/6/14,CA-2014-PK19075140-41888,48227,OFF-ST-4082,20.5755,3,Central US,70.95,Consumer,9/8/14,Second Class,8.18,Michigan
Detroit,PK-190751402,Pete Kriz,0,9/6/14,CA-2014-PK19075140-41888,48227,OFF-PA-6604,42.0256,4,Central US,91.36,Consumer,9/8/14,Second Class,6.61,Michigan
Detroit,PK-190751402,Pete Kriz,0,9/6/14,CA-2014-PK19075140-41888,48227,FUR-FU-3084,3.666,1,Central US,12.22,Consumer,9/8/14,Second Class,1.87,Michigan
Detroit,PK-190751402,Pete Kriz,0,9/6/14,CA-2014-PK19075140-41888,48227,OFF-LA-3243,10.584,7,Central US,22.05,Consumer,9/8/14,Second Class,1.33,Michigan
Detroit,PM-191351402,Peter McVee,0,10/23/14,CA-2014-PM19135140-41935,48227,FUR-FU-4017,10.048,5,Central US,31.4,Home Office,10/25/14,First Class,10.34,Michigan
Detroit,QJ-192551402,Quincy Jones,0,5/31/12,US-2012-QJ19255140-41060,48234,OFF-BI-6396,66.5088,4,Central US,138.56,Corporate,6/5/12,Standard Class,11.26,Michigan
Detroit,QJ-192551402,Quincy Jones,0.1,5/31/12,US-2012-QJ19255140-41060,48234,OFF-AP-2887,12.376,5,Central US,65.52,Corporate,6/5/12,Standard Class,5.8,Michigan
Detroit,RB-194651402,Rick Bensley,0,6/23/15,CA-2015-RB19465140-42178,48227,FUR-CH-4650,146.388,2,Central US,487.96,Home Office,6/27/15,Standard Class,52.93,Michigan
Detroit,RW-195401402,Rick Wilson,0,5/8/15,CA-2015-RW19540140-42132,48234,FUR-CH-4618,423.0085,5,Central US,1458.65,Corporate,5/12/15,Standard Class,315.73,Michigan
Detroit,RW-195401402,Rick Wilson,0,5/8/15,CA-2015-RW19540140-42132,48234,FUR-CH-5767,119.2,2,Central US,476.8,Corporate,5/12/15,Standard Class,28.24,Michigan
Detroit,RW-195401402,Rick Wilson,0.1,5/8/15,CA-2015-RW19540140-42132,48234,OFF-AP-3400,18.4604,2,Central US,87.444,Corporate,5/12/15,Standard Class,6.21,Michigan
Detroit,RW-195401402,Rick Wilson,0,5/8/15,CA-2015-RW19540140-42132,48234,FUR-CH-5790,7.4592,1,Central US,26.64,Corporate,5/12/15,Standard Class,4.78,Michigan
Detroit,RD-195851402,Rob Dowd,0,11/23/14,CA-2014-RD19585140-41966,48205,OFF-BI-4837,24.2256,3,Central US,49.44,Consumer,11/27/14,Standard Class,3.98,Michigan
Detroit,RW-196301402,Rob Williams,0,6/27/12,CA-2012-RW19630140-41087,48234,OFF-FA-6129,3.04,1,Central US,6.08,Corporate,7/3/12,Standard Class,1.16,Michigan
Detroit,SW-203501402,Sean Wendt,0,4/10/14,CA-2014-SW20350140-41739,48227,TEC-PH-5364,134.654,2,Central US,517.9,Home Office,4/15/14,Second Class,35.36,Michigan
Detroit,SW-203501402,Sean Wendt,0,4/10/14,CA-2014-SW20350140-41739,48227,OFF-BI-6211,2.4288,2,Central US,5.28,Home Office,4/15/14,Second Class,1.39,Michigan
Detroit,SR-204251402,Sharelle Roach,0,6/13/12,CA-2012-SR20425140-41073,48234,FUR-BO-4667,57.4938,3,Central US,212.94,Home Office,6/19/12,Standard Class,11.48,Michigan
Detroit,SC-206951402,Steve Chapman,0,12/15/12,CA-2012-SC20695140-41258,48227,OFF-PA-6482,52.532,5,Central US,114.2,Corporate,12/19/12,Standard Class,8.58,Michigan
Detroit,TP-211301402,Theone Pippenger,0,12/23/15,CA-2015-TP21130140-42361,48227,FUR-CH-4661,412.5394,7,Central US,1586.69,Consumer,12/26/15,First Class,397.52,Michigan
Detroit,TP-211301402,Theone Pippenger,0,12/23/15,CA-2015-TP21130140-42361,48227,FUR-TA-3411,70.006,2,Central US,411.8,Consumer,12/26/15,First Class,57.12,Michigan
Detroit,TP-211301402,Theone Pippenger,0,12/23/15,CA-2015-TP21130140-42361,48227,TEC-AC-5146,30.5964,1,Central US,84.99,Consumer,12/26/15,First Class,13.66,Michigan
Detroit,TP-211301402,Theone Pippenger,0,12/23/15,CA-2015-TP21130140-42361,48227,TEC-AC-5238,63.984,5,Central US,199.95,Consumer,12/26/15,First Class,10.15,Michigan
Detroit,TH-215501402,Tracy Hopkins,0,6/27/15,CA-2015-TH21550140-42182,48227,TEC-PH-5365,135.98,8,Central US,543.92,Home Office,6/28/15,First Class,171.35,Michigan
Detroit,TH-215501402,Tracy Hopkins,0,6/27/15,CA-2015-TH21550140-42182,48227,OFF-PA-3116,2.043,1,Central US,4.54,Home Office,6/28/15,First Class,1.86,Michigan
Detroit,TH-215501402,Tracy Hopkins,0,6/27/15,CA-2015-TH21550140-42182,48227,OFF-AR-4332,5.4128,4,Central US,15.92,Home Office,6/28/15,First Class,1.23,Michigan
Grand Rapids,CR-126251402,Corey Roper,0,8/22/12,US-2012-CR12625140-41143,49505,OFF-PA-6552,9.5256,3,Central US,19.44,Home Office,8/27/12,Second Class,2.03,Michigan
Grand Rapids,EN-137801402,Edward Nazzal,0,9/21/14,CA-2014-EN13780140-41903,49505,OFF-BI-4354,41.013,5,Central US,83.7,Consumer,9/25/14,Standard Class,9.87,Michigan
Grand Rapids,KB-166001402,Ken Brennan,0,12/30/15,CA-2015-KB16600140-42368,49505,OFF-PA-6467,100.656,2,Central US,209.7,Corporate,1/5/16,Standard Class,18.36,Michigan
Grand Rapids,LW-172151402,Luke Weiss,0,12/10/15,CA-2015-LW17215140-42348,49505,OFF-BI-4346,26.901,5,Central US,54.9,Consumer,12/16/15,Standard Class,1.95,Michigan
Grand Rapids,MC-175901402,Matt Collister,0,12/24/14,CA-2014-MC17590140-41997,49505,OFF-FA-2903,11.6795,7,Central US,24.85,Corporate,12/30/14,Standard Class,1.37,Michigan
Grand Rapids,RC-199601402,Ryan Crowe,0,9/23/14,US-2014-RC19960140-41905,49505,TEC-PH-5560,27.4344,2,Central US,97.98,Consumer,9/29/14,Standard Class,4.73,Michigan
Grand Rapids,RC-199601402,Ryan Crowe,0,9/23/14,US-2014-RC19960140-41905,49505,OFF-PA-5716,16.7132,7,Central US,35.56,Consumer,9/29/14,Standard Class,3.52,Michigan
Holland,JH-158201402,John Huston,0,9/3/13,CA-2013-JH15820140-41520,49423,OFF-LA-6021,3.6,2,Central US,7.5,Consumer,9/7/13,Second Class,1.52,Michigan
Holland,SC-206801402,Steve Carroll,0,7/29/14,CA-2014-SC20680140-41849,49423,OFF-PA-6438,53.8608,2,Central US,109.92,Home Office,8/4/14,Standard Class,13.29,Michigan
Holland,SC-206801402,Steve Carroll,0,7/29/14,CA-2014-SC20680140-41849,49423,OFF-FA-6129,9.198,7,Central US,20.44,Home Office,8/4/14,Standard Class,1.98,Michigan
Jackson,AR-105401402,Andy Reiter,0,1/17/15,CA-2015-AR10540140-42021,49201,OFF-BI-4340,2504.2216,4,Central US,5443.96,Consumer,1/19/15,Second Class,567.95,Michigan
Jackson,AR-105401402,Andy Reiter,0,1/17/15,CA-2015-AR10540140-42021,49201,FUR-CH-5444,72.6408,3,Central US,302.67,Consumer,1/19/15,Second Class,36.2,Michigan
Jackson,AR-105401402,Andy Reiter,0,1/17/15,CA-2015-AR10540140-42021,49201,OFF-PA-6309,25.2315,7,Central US,56.07,Consumer,1/19/15,Second Class,2.82,Michigan
Jackson,BE-113351402,Bill Eplett,0,9/3/15,CA-2015-BE11335140-42250,49201,TEC-PH-5621,323.946,4,Central US,1199.8,Home Office,9/8/15,Standard Class,117.82,Michigan
Jackson,BE-113351402,Bill Eplett,0,9/3/15,CA-2015-BE11335140-42250,49201,TEC-AC-5186,829.3754,7,Central US,1928.78,Home Office,9/8/15,Standard Class,61.73,Michigan
Jackson,BE-113351402,Bill Eplett,0,9/3/15,CA-2015-BE11335140-42250,49201,OFF-ST-4265,81.0474,2,Central US,352.38,Home Office,9/8/15,Standard Class,22.63,Michigan
Jackson,BB-115451402,Brenda Bowman,0,11/26/14,CA-2014-BB11545140-41969,49201,FUR-TA-3768,329.4081,9,Central US,1568.61,Corporate,11/30/14,Standard Class,88.88,Michigan
Jackson,BB-115451402,Brenda Bowman,0,11/26/14,CA-2014-BB11545140-41969,49201,TEC-AC-5212,62.4,8,Central US,160,Corporate,11/30/14,Standard Class,7.36,Michigan
Jackson,BB-115451402,Brenda Bowman,0,11/26/14,CA-2014-BB11545140-41969,49201,OFF-BI-6406,8.304,1,Central US,17.3,Corporate,11/30/14,Standard Class,1.57,Michigan
Jackson,HP-148151402,Harold Pawlan,0,10/31/13,CA-2013-HP14815140-41578,49201,OFF-SU-2963,21.036,4,Central US,70.12,Home Office,11/4/13,Standard Class,3.87,Michigan
Jackson,KD-164951402,Keith Dawkins,0,12/10/13,CA-2013-KD16495140-41618,49201,FUR-TA-3561,200.49,2,Central US,801.96,Corporate,12/16/13,Standard Class,61.3,Michigan
Jackson,KD-164951402,Keith Dawkins,0,12/10/13,CA-2013-KD16495140-41618,49201,FUR-CH-4424,32.6332,2,Central US,191.96,Corporate,12/16/13,Standard Class,16.23,Michigan
Jackson,KD-164951402,Keith Dawkins,0,12/10/13,CA-2013-KD16495140-41618,49201,OFF-AR-3282,1.521,2,Central US,3.9,Corporate,12/16/13,Standard Class,1.32,Michigan
Jackson,KD-164951402,Keith Dawkins,0,12/10/13,CA-2013-KD16495140-41618,49201,OFF-LA-5591,1.2006,1,Central US,2.61,Corporate,12/16/13,Standard Class,1.13,Michigan
Jackson,LH-171551402,Logan Haushalter,0,12/10/14,CA-2014-LH17155140-41983,49201,TEC-AC-5138,25.1916,2,Central US,59.98,Consumer,12/14/14,Standard Class,4.24,Michigan
Jackson,LH-171551402,Logan Haushalter,0.1,12/10/14,CA-2014-LH17155140-41983,49201,OFF-AP-4610,23.3954,1,Central US,61.929,Consumer,12/14/14,Standard Class,3.33,Michigan
Jackson,LH-171551402,Logan Haushalter,0,12/10/14,CA-2014-LH17155140-41983,49201,TEC-PH-5085,3.052,1,Central US,10.9,Consumer,12/14/14,Standard Class,1.35,Michigan
Jackson,MA-175601402,Matt Abelman,0,12/1/13,CA-2013-MA17560140-41609,49201,OFF-PA-6569,9.3312,3,Central US,19.44,Home Office,12/5/13,Standard Class,2.31,Michigan
Jackson,MA-175601402,Matt Abelman,0,12/1/13,CA-2013-MA17560140-41609,49201,OFF-PA-6420,8.7138,2,Central US,18.54,Home Office,12/5/13,Standard Class,1.5,Michigan
Jackson,MA-175601402,Matt Abelman,0,12/1/13,CA-2013-MA17560140-41609,49201,OFF-AR-5283,1.0192,2,Central US,3.64,Home Office,12/5/13,Standard Class,1.16,Michigan
Jackson,MG-176501402,Matthew Grinstein,0,12/13/14,CA-2014-MG17650140-41986,49201,TEC-PH-4894,184.2204,7,Central US,657.93,Home Office,12/19/14,Standard Class,45.78,Michigan
Jackson,MG-176501402,Matthew Grinstein,0,12/13/14,CA-2014-MG17650140-41986,49201,OFF-ST-4255,6.715,2,Central US,26.86,Home Office,12/19/14,Standard Class,1.97,Michigan
Jackson,MG-176501402,Matthew Grinstein,0,12/13/14,CA-2014-MG17650140-41986,49201,FUR-FU-6354,8.7048,4,Central US,33.48,Home Office,12/19/14,Standard Class,1.66,Michigan
Jackson,MG-176501402,Matthew Grinstein,0,12/13/14,CA-2014-MG17650140-41986,49201,OFF-AR-5312,3.614,5,Central US,13.9,Home Office,12/19/14,Standard Class,1.31,Michigan
Jackson,MH-181151402,Mick Hernandez,0,1/22/15,CA-2015-MH18115140-42026,49201,TEC-AC-5105,111.591,5,Central US,619.95,Home Office,1/28/15,Standard Class,27.79,Michigan
Jackson,MH-181151402,Mick Hernandez,0,1/22/15,CA-2015-MH18115140-42026,49201,TEC-PH-3171,49.497,1,Central US,164.99,Home Office,1/28/15,Standard Class,9.22,Michigan
Jackson,MH-181151402,Mick Hernandez,0,1/22/15,CA-2015-MH18115140-42026,49201,OFF-BI-3275,42.0744,4,Central US,89.52,Home Office,1/28/15,Standard Class,6.39,Michigan
Jackson,MH-181151402,Mick Hernandez,0.1,1/22/15,CA-2015-MH18115140-42026,49201,TEC-MA-4801,152.0883,3,Central US,350.973,Home Office,1/28/15,Standard Class,3.27,Michigan
Jackson,MH-181151402,Mick Hernandez,0,1/22/15,CA-2015-MH18115140-42026,49201,OFF-BI-3264,7.056,5,Central US,14.4,Home Office,1/28/15,Standard Class,1.08,Michigan
Jackson,NG-183551402,Nat Gilpin,0,11/23/12,CA-2012-NG18355140-41236,49201,OFF-PA-6434,69.1776,3,Central US,144.12,Corporate,11/28/12,Standard Class,11.93,Michigan
Jackson,NG-183551402,Nat Gilpin,0,11/23/12,CA-2012-NG18355140-41236,49201,OFF-AR-4798,45.576,4,Central US,151.92,Corporate,11/28/12,Standard Class,9.59,Michigan
Jackson,NG-183551402,Nat Gilpin,0,11/23/12,CA-2012-NG18355140-41236,49201,OFF-LA-3980,96.3438,2,Central US,196.62,Corporate,11/28/12,Standard Class,5.01,Michigan
Jackson,NG-183551402,Nat Gilpin,0,11/23/12,CA-2012-NG18355140-41236,49201,OFF-PA-3012,7.98,2,Central US,15.96,Corporate,11/28/12,Standard Class,1.79,Michigan
Jackson,PM-189401402,Paul MacIntyre,0,5/3/12,CA-2012-PM18940140-41032,49201,OFF-BI-4248,21.06,4,Central US,46.8,Consumer,5/7/12,Standard Class,2.49,Michigan
Jackson,SC-200501402,Sample Company A,0,6/14/14,CA-2014-SC20050140-41804,49201,TEC-PH-5518,94.4925,3,Central US,377.97,Home Office,6/16/14,Second Class,36.13,Michigan
Jackson,SP-206501402,Stephanie Phelps,0.1,3/9/14,US-2014-SP20650140-41707,49201,OFF-AP-4714,48.3336,3,Central US,207.144,Corporate,3/14/14,Standard Class,12.15,Michigan
Jackson,SP-206501402,Stephanie Phelps,0,3/9/14,US-2014-SP20650140-41707,49201,OFF-AR-5632,3.753,5,Central US,13.9,Corporate,3/14/14,Standard Class,1.53,Michigan
Jackson,TB-215201402,Tracy Blumstein,0,9/15/15,CA-2015-TB21520140-42262,49201,OFF-PA-6222,8.763,3,Central US,19.05,Consumer,9/18/15,Second Class,1.78,Michigan
Lansing,EH-140051402,Erica Hernandez,0,9/23/15,CA-2015-EH14005140-42270,48911,FUR-BO-5522,41.1332,2,Central US,241.96,Home Office,9/25/15,Second Class,50.32,Michigan
Lansing,EH-140051402,Erica Hernandez,0,9/23/15,CA-2015-EH14005140-42270,48911,OFF-LA-3233,13.3056,9,Central US,27.72,Home Office,9/25/15,Second Class,7.1,Michigan
Lansing,KW-164351402,Katrina Willman,0,10/30/14,CA-2014-KW16435140-41942,48911,FUR-FU-4110,32.16,5,Central US,67,Consumer,11/1/14,First Class,6.84,Michigan
Lansing,NC-183401402,Nat Carroll,0,4/4/13,CA-2013-NC18340140-41368,48911,TEC-CO-3590,209.993,2,Central US,599.98,Consumer,4/4/13,Same Day,218.9,Michigan
Lansing,NC-183401402,Nat Carroll,0.1,4/4/13,CA-2013-NC18340140-41368,48911,OFF-AP-4741,107.346,2,Central US,644.076,Consumer,4/4/13,Same Day,117.33,Michigan
Lansing,NC-183401402,Nat Carroll,0,4/4/13,CA-2013-NC18340140-41368,48911,OFF-BI-2907,5.8696,2,Central US,12.76,Consumer,4/4/13,Same Day,3.77,Michigan
Lansing,NC-183401402,Nat Carroll,0,4/4/13,CA-2013-NC18340140-41368,48911,TEC-PH-6013,0.438,1,Central US,10.95,Consumer,4/4/13,Same Day,3.26,Michigan
Lansing,NC-183401402,Nat Carroll,0,4/4/13,CA-2013-NC18340140-41368,48911,OFF-FA-6129,2.628,2,Central US,5.84,Consumer,4/4/13,Same Day,2.53,Michigan
Lincoln Park,DM-129551402,Dario Medina,0,9/21/13,CA-2013-DM12955140-41538,48146,FUR-BO-5520,31.0912,4,Central US,194.32,Corporate,9/27/13,Standard Class,4.23,Michigan
Lincoln Park,DM-129551402,Dario Medina,0,9/21/13,CA-2013-DM12955140-41538,48146,OFF-AR-3550,7.5371,1,Central US,25.99,Corporate,9/27/13,Standard Class,1.72,Michigan
Lincoln Park,VB-217451402,Victoria Brennan,0.1,11/28/14,CA-2014-VB21745140-41971,48146,OFF-AP-4224,29.7408,6,Central US,167.292,Corporate,12/1/14,First Class,14.1,Michigan
Midland,JL-155051402,Jeremy Lonsdale,0,11/13/12,CA-2012-JL15505140-41226,48640,OFF-BI-6210,6.36,3,Central US,12.72,Consumer,11/17/12,Standard Class,1.86,Michigan
Midland,JL-155051402,Jeremy Lonsdale,0,11/13/12,CA-2012-JL15505140-41226,48640,OFF-BI-3264,5.6448,4,Central US,11.52,Consumer,11/17/12,Standard Class,1.64,Michigan
Midland,JH-158201402,John Huston,0,5/18/12,US-2012-JH15820140-41047,48640,OFF-BI-3280,26.4132,9,Central US,57.42,Consumer,5/22/12,Standard Class,4.29,Michigan
Midland,RB-197951402,Ross Baird,0,6/2/12,CA-2012-RB19795140-41062,48640,OFF-EN-5974,7.4872,2,Central US,15.28,Home Office,6/6/12,Second Class,2.25,Michigan
Midland,SC-200201402,Sam Craven,0,11/9/12,CA-2012-SC20020140-41222,48640,OFF-ST-4752,160.623,3,Central US,535.41,Consumer,11/15/12,Standard Class,31.1,Michigan
Midland,SC-200201402,Sam Craven,0,11/9/12,CA-2012-SC20020140-41222,48640,FUR-CH-4653,112.788,3,Central US,563.94,Consumer,11/15/12,Standard Class,21.92,Michigan
Midland,SC-200201402,Sam Craven,0,11/9/12,CA-2012-SC20020140-41222,48640,OFF-PA-6548,5.778,3,Central US,12.84,Consumer,11/15/12,Standard Class,1.93,Michigan
Midland,SC-200201402,Sam Craven,0,11/9/12,CA-2012-SC20020140-41222,48640,OFF-PA-6598,7.128,3,Central US,15.84,Consumer,11/15/12,Standard Class,1.87,Michigan
Midland,SC-200201402,Sam Craven,0,11/9/12,CA-2012-SC20020140-41222,48640,OFF-ST-2921,11.9586,3,Central US,62.94,Consumer,11/15/12,Standard Class,1.74,Michigan
Midland,SC-200201402,Sam Craven,0,11/9/12,CA-2012-SC20020140-41222,48640,OFF-AR-3282,1.521,2,Central US,3.9,Consumer,11/15/12,Standard Class,1.3,Michigan
Midland,SD-204851402,Shirley Daniels,0,4/28/13,CA-2013-SD20485140-41392,48640,OFF-BI-4276,1906.485,3,Central US,3812.97,Home Office,5/1/13,First Class,102.76,Michigan
Midland,SD-204851402,Shirley Daniels,0.1,4/28/13,CA-2013-SD20485140-41392,48640,OFF-AP-4934,41.496,1,Central US,186.732,Home Office,5/1/13,First Class,5.66,Michigan
Mount Pleasant,GA-147251402,Guy Armstrong,0,10/15/13,US-2013-GA14725140-41562,48858,FUR-FU-3916,6.1704,2,Central US,17.14,Consumer,10/15/13,Same Day,2.65,Michigan
Oak Park,NH-186101402,Nicole Hansen,0,4/9/15,US-2015-NH18610140-42103,48237,FUR-FU-5160,79.794,3,Central US,306.9,Corporate,4/13/15,Standard Class,43.37,Michigan
Oak Park,NH-186101402,Nicole Hansen,0,4/9/15,US-2015-NH18610140-42103,48237,FUR-FU-2871,71.2296,2,Central US,273.96,Corporate,4/13/15,Standard Class,12.6,Michigan
Rochester Hills,SC-203051402,Sean Christensen,0,6/11/15,CA-2015-SC20305140-42166,48307,TEC-AC-4871,54.3332,4,Central US,132.52,Consumer,6/16/15,Standard Class,15.89,Michigan
Roseville,DC-128501402,Dan Campbell,0,11/24/15,CA-2015-DC12850140-42332,48066,OFF-FA-6129,0.1744,2,Central US,4.36,Consumer,11/26/15,First Class,1.97,Michigan
